time,veh_u,veh_v,model_LSTM_lon_2126.pt,model_LSTM_lon_2127.pt,model_LSTM_lon_2128.pt,model_LSTM_lon_2129.pt,model_LSTM_lon_2130.pt,model_LSTM_lon_2131.pt,model_LSTM_lon_2132.pt,model_LSTM_lon_2133.pt,model_LSTM_lon_2134.pt,model_LSTM_lon_2135.pt,model_LSTM_lon_2136.pt,model_LSTM_lon_2137.pt,model_LSTM_lon_2138.pt,model_LSTM_lon_2139.pt,model_LSTM_lon_2140.pt,model_LSTM_lon_2141.pt,model_LSTM_lon_2142.pt,model_LSTM_lon_2143.pt,model_LSTM_lon_2144.pt,model_LSTM_lon_2145.pt,model_LSTM_lon_2146.pt,model_LSTM_lon_2147.pt,model_LSTM_lon_2148.pt,model_LSTM_lon_2149.pt,model_LSTM_lon_2150.pt,model_LSTM_lon_2151.pt,model_LSTM_lon_2152.pt,model_LSTM_lon_2153.pt,model_LSTM_lon_2154.pt,model_LSTM_lon_2155.pt,model_LSTM_lon_2156.pt,model_LSTM_lon_2157.pt,model_LSTM_lon_2158.pt,model_LSTM_lon_2159.pt,model_LSTM_lon_2160.pt,model_LSTM_lon_2161.pt,model_LSTM_lon_2162.pt,model_LSTM_lon_2163.pt,model_LSTM_lon_2164.pt,model_LSTM_lon_2165.pt,model_LSTM_lon_2166.pt,model_LSTM_lon_2167.pt,model_LSTM_lon_2168.pt,model_LSTM_lon_2169.pt,model_LSTM_lon_2170.pt,model_LSTM_lon_2171.pt,model_LSTM_lon_2172.pt,model_LSTM_lon_2173.pt,model_LSTM_lon_2174.pt,model_LSTM_lon_2175.pt,model_LSTM_lon_2176.pt,model_LSTM_lon_2177.pt,model_LSTM_lon_2178.pt,model_LSTM_lon_2179.pt,model_LSTM_lon_2180.pt,model_LSTM_lon_2181.pt,model_LSTM_lon_2182.pt,model_LSTM_lon_2183.pt,model_LSTM_lon_2184.pt,model_LSTM_lon_2185.pt,model_LSTM_lon_2186.pt,model_LSTM_lon_2187.pt,model_LSTM_lon_2188.pt,model_LSTM_lon_2189.pt,model_LSTM_lon_2190.pt,model_LSTM_lon_2191.pt,model_LSTM_lon_2192.pt,model_LSTM_lon_2193.pt,model_LSTM_lon_2194.pt,model_LSTM_lon_2195.pt,model_LSTM_lon_2196.pt,model_LSTM_lon_2197.pt
0.1,0.01408,0.00367,-0.008312584832310677,0.0001309700310230255,0.006191462278366089,-0.005631202831864357,0.004439007956534624,0.010845202952623367,-0.0014501623809337616,-0.010843776166439056,-0.003420814871788025,-0.00965859368443489,0.015035580843687057,0.018768370151519775,-0.001483900472521782,0.017568951472640038,0.05357874929904938,-0.008681602776050568,0.019478805363178253,0.012035183608531952,-0.021622678264975548,0.013725623488426208,0.036160826683044434,-0.0011043194681406021,-0.001810569316148758,0.0321289524435997,-0.015661269426345825,0.034679561853408813,0.019909866154193878,-0.021091092377901077,0.009609166532754898,0.000758294016122818,0.014226140454411507,-0.011979460716247559,0.011866495013237,0.000693686306476593,0.01927412673830986,0.02013641782104969,0.009395178407430649,0.021839503198862076,0.013978667557239532,0.05424570292234421,0.01975221559405327,0.040811195969581604,0.03143472224473953,0.024704668670892715,0.018418405205011368,0.01620255783200264,0.004717335104942322,0.008287407457828522,0.007057860493659973,0.0008916705846786499,-0.0009920448064804077,0.042317211627960205,0.007199481129646301,0.014876246452331543,-0.002601824700832367,0.0109347403049469,0.011671200394630432,0.014232173562049866,0.006906032562255859,-0.003730088472366333,-0.0365888848900795,0.004026830196380615,0.009654209017753601,0.013131260871887207,0.016340389847755432,0.019217170774936676,-0.007640630006790161,0.009316086769104004,0.005998045206069946,0.07953833788633347,0.044841304421424866,0.024836674332618713
0.11,0.01272,0.00244,-0.008312584832310677,0.0001309700310230255,0.006191462278366089,-0.005631202831864357,0.004439007956534624,0.010845202952623367,-0.0014501623809337616,-0.010843776166439056,-0.003420814871788025,-0.00965859368443489,0.015035580843687057,0.018768370151519775,-0.001483900472521782,0.017568951472640038,0.05357874929904938,-0.008681602776050568,0.019478805363178253,0.012035183608531952,-0.021622678264975548,0.013725623488426208,0.036160826683044434,-0.0011043194681406021,-0.001810569316148758,0.0321289524435997,-0.015661269426345825,0.034679561853408813,0.019909866154193878,-0.021091092377901077,0.009609166532754898,0.000758294016122818,0.014226140454411507,-0.011979460716247559,0.011866495013237,0.000693686306476593,0.01927412673830986,0.02013641782104969,0.009395178407430649,0.021839503198862076,0.013978667557239532,0.05424570292234421,0.01975221559405327,0.040811195969581604,0.03143472224473953,0.024704668670892715,0.018418405205011368,0.01620255783200264,0.004717335104942322,0.008287407457828522,0.007057860493659973,0.0008916705846786499,-0.0009920448064804077,0.042317211627960205,0.007199481129646301,0.014876246452331543,-0.002601824700832367,0.0109347403049469,0.011671200394630432,0.014232173562049866,0.006906032562255859,-0.003730088472366333,-0.0365888848900795,0.004026830196380615,0.009654209017753601,0.013131260871887207,0.016340389847755432,0.019217170774936676,-0.007640630006790161,0.009316086769104004,0.005998045206069946,0.07953833788633347,0.044841304421424866,0.024836674332618713
0.12,0.01128,0.00133,-0.008312584832310677,0.0001309700310230255,0.006191462278366089,-0.005631202831864357,0.004439007956534624,0.010845202952623367,-0.0014501623809337616,-0.010843776166439056,-0.003420814871788025,-0.00965859368443489,0.015035580843687057,0.018768370151519775,-0.001483900472521782,0.017568951472640038,0.05357874929904938,-0.008681602776050568,0.019478805363178253,0.012035183608531952,-0.021622678264975548,0.013725623488426208,0.036160826683044434,-0.0011043194681406021,-0.001810569316148758,0.0321289524435997,-0.015661269426345825,0.034679561853408813,0.019909866154193878,-0.021091092377901077,0.009609166532754898,0.000758294016122818,0.014226140454411507,-0.011979460716247559,0.011866495013237,0.000693686306476593,0.01927412673830986,0.02013641782104969,0.009395178407430649,0.021839503198862076,0.013978667557239532,0.05424570292234421,0.01975221559405327,0.040811195969581604,0.03143472224473953,0.024704668670892715,0.018418405205011368,0.01620255783200264,0.004717335104942322,0.008287407457828522,0.007057860493659973,0.0008916705846786499,-0.0009920448064804077,0.042317211627960205,0.007199481129646301,0.014876246452331543,-0.002601824700832367,0.0109347403049469,0.011671200394630432,0.014232173562049866,0.006906032562255859,-0.003730088472366333,-0.0365888848900795,0.004026830196380615,0.009654209017753601,0.013131260871887207,0.016340389847755432,0.019217170774936676,-0.007640630006790161,0.009316086769104004,0.005998045206069946,0.07953833788633347,0.044841304421424866,0.024836674332618713
0.13,0.00174,0.0,-0.008312584832310677,0.0001309700310230255,0.006191462278366089,-0.005631202831864357,0.004439007956534624,0.010845202952623367,-0.0014501623809337616,-0.010843776166439056,-0.003420814871788025,-0.00965859368443489,0.015035580843687057,0.018768370151519775,-0.001483900472521782,0.017568951472640038,0.05357874929904938,-0.008681602776050568,0.019478805363178253,0.012035183608531952,-0.021622678264975548,0.013725623488426208,0.036160826683044434,-0.0011043194681406021,-0.001810569316148758,0.0321289524435997,-0.015661269426345825,0.034679561853408813,0.019909866154193878,-0.021091092377901077,0.009609166532754898,0.000758294016122818,0.014226140454411507,-0.011979460716247559,0.011866495013237,0.000693686306476593,0.01927412673830986,0.02013641782104969,0.009395178407430649,0.021839503198862076,0.013978667557239532,0.05424570292234421,0.01975221559405327,0.040811195969581604,0.03143472224473953,0.024704668670892715,0.018418405205011368,0.01620255783200264,0.004717335104942322,0.008287407457828522,0.007057860493659973,0.0008916705846786499,-0.0009920448064804077,0.042317211627960205,0.007199481129646301,0.014876246452331543,-0.002601824700832367,0.0109347403049469,0.011671200394630432,0.014232173562049866,0.006906032562255859,-0.003730088472366333,-0.0365888848900795,0.004026830196380615,0.009654209017753601,0.013131260871887207,0.016340389847755432,0.019217170774936676,-0.007640630006790161,0.009316086769104004,0.005998045206069946,0.07953833788633347,0.044841304421424866,0.024836674332618713
0.14,0.0,0.0,-0.008312584832310677,0.0001309700310230255,0.006191462278366089,-0.005631202831864357,0.004439007956534624,0.010845202952623367,-0.0014501623809337616,-0.010843776166439056,-0.003420814871788025,-0.00965859368443489,0.015035580843687057,0.018768370151519775,-0.001483900472521782,0.017568951472640038,0.05357874929904938,-0.008681602776050568,0.019478805363178253,0.012035183608531952,-0.021622678264975548,0.013725623488426208,0.036160826683044434,-0.0011043194681406021,-0.001810569316148758,0.0321289524435997,-0.015661269426345825,0.034679561853408813,0.019909866154193878,-0.021091092377901077,0.009609166532754898,0.000758294016122818,0.014226140454411507,-0.011979460716247559,0.011866495013237,0.000693686306476593,0.01927412673830986,0.02013641782104969,0.009395178407430649,0.021839503198862076,0.013978667557239532,0.05424570292234421,0.01975221559405327,0.040811195969581604,0.03143472224473953,0.024704668670892715,0.018418405205011368,0.01620255783200264,0.004717335104942322,0.008287407457828522,0.007057860493659973,0.0008916705846786499,-0.0009920448064804077,0.042317211627960205,0.007199481129646301,0.014876246452331543,-0.002601824700832367,0.0109347403049469,0.011671200394630432,0.014232173562049866,0.006906032562255859,-0.003730088472366333,-0.0365888848900795,0.004026830196380615,0.009654209017753601,0.013131260871887207,0.016340389847755432,0.019217170774936676,-0.007640630006790161,0.009316086769104004,0.005998045206069946,0.07953833788633347,0.044841304421424866,0.024836674332618713
0.15,0.0,0.0,-0.008312584832310677,0.0001309700310230255,0.006191462278366089,-0.005631202831864357,0.004439007956534624,0.010845202952623367,-0.0014501623809337616,-0.010843776166439056,-0.003420814871788025,-0.00965859368443489,0.015035580843687057,0.018768370151519775,-0.001483900472521782,0.017568951472640038,0.05357874929904938,-0.008681602776050568,0.019478805363178253,0.012035183608531952,-0.021622678264975548,0.013725623488426208,0.036160826683044434,-0.0011043194681406021,-0.001810569316148758,0.0321289524435997,-0.015661269426345825,0.034679561853408813,0.019909866154193878,-0.021091092377901077,0.009609166532754898,0.000758294016122818,0.014226140454411507,-0.011979460716247559,0.011866495013237,0.000693686306476593,0.01927412673830986,0.02013641782104969,0.009395178407430649,0.021839503198862076,0.013978667557239532,0.05424570292234421,0.01975221559405327,0.040811195969581604,0.03143472224473953,0.024704668670892715,0.018418405205011368,0.01620255783200264,0.004717335104942322,0.008287407457828522,0.007057860493659973,0.0008916705846786499,-0.0009920448064804077,0.042317211627960205,0.007199481129646301,0.014876246452331543,-0.002601824700832367,0.0109347403049469,0.011671200394630432,0.014232173562049866,0.006906032562255859,-0.003730088472366333,-0.0365888848900795,0.004026830196380615,0.009654209017753601,0.013131260871887207,0.016340389847755432,0.019217170774936676,-0.007640630006790161,0.009316086769104004,0.005998045206069946,0.07953833788633347,0.044841304421424866,0.024836674332618713
0.16,0.0,0.0,-0.008312584832310677,0.0001309700310230255,0.006191462278366089,-0.005631202831864357,0.004439007956534624,0.010845202952623367,-0.0014501623809337616,-0.010843776166439056,-0.003420814871788025,-0.00965859368443489,0.015035580843687057,0.018768370151519775,-0.001483900472521782,0.017568951472640038,0.05357874929904938,-0.008681602776050568,0.019478805363178253,0.012035183608531952,-0.021622678264975548,0.013725623488426208,0.036160826683044434,-0.0011043194681406021,-0.001810569316148758,0.0321289524435997,-0.015661269426345825,0.034679561853408813,0.019909866154193878,-0.021091092377901077,0.009609166532754898,0.000758294016122818,0.014226140454411507,-0.011979460716247559,0.011866495013237,0.000693686306476593,0.01927412673830986,0.02013641782104969,0.009395178407430649,0.021839503198862076,0.013978667557239532,0.05424570292234421,0.01975221559405327,0.040811195969581604,0.03143472224473953,0.024704668670892715,0.018418405205011368,0.01620255783200264,0.004717335104942322,0.008287407457828522,0.007057860493659973,0.0008916705846786499,-0.0009920448064804077,0.042317211627960205,0.007199481129646301,0.014876246452331543,-0.002601824700832367,0.0109347403049469,0.011671200394630432,0.014232173562049866,0.006906032562255859,-0.003730088472366333,-0.0365888848900795,0.004026830196380615,0.009654209017753601,0.013131260871887207,0.016340389847755432,0.019217170774936676,-0.007640630006790161,0.009316086769104004,0.005998045206069946,0.07953833788633347,0.044841304421424866,0.024836674332618713
0.17,0.0,0.0,-0.008312584832310677,0.0001309700310230255,0.006191462278366089,-0.005631202831864357,0.004439007956534624,0.010845202952623367,-0.0014501623809337616,-0.010843776166439056,-0.003420814871788025,-0.00965859368443489,0.015035580843687057,0.018768370151519775,-0.001483900472521782,0.017568951472640038,0.05357874929904938,-0.008681602776050568,0.019478805363178253,0.012035183608531952,-0.021622678264975548,0.013725623488426208,0.036160826683044434,-0.0011043194681406021,-0.001810569316148758,0.0321289524435997,-0.015661269426345825,0.034679561853408813,0.019909866154193878,-0.021091092377901077,0.009609166532754898,0.000758294016122818,0.014226140454411507,-0.011979460716247559,0.011866495013237,0.000693686306476593,0.01927412673830986,0.02013641782104969,0.009395178407430649,0.021839503198862076,0.013978667557239532,0.05424570292234421,0.01975221559405327,0.040811195969581604,0.03143472224473953,0.024704668670892715,0.018418405205011368,0.01620255783200264,0.004717335104942322,0.008287407457828522,0.007057860493659973,0.0008916705846786499,-0.0009920448064804077,0.042317211627960205,0.007199481129646301,0.014876246452331543,-0.002601824700832367,0.0109347403049469,0.011671200394630432,0.014232173562049866,0.006906032562255859,-0.003730088472366333,-0.0365888848900795,0.004026830196380615,0.009654209017753601,0.013131260871887207,0.016340389847755432,0.019217170774936676,-0.007640630006790161,0.009316086769104004,0.005998045206069946,0.07953833788633347,0.044841304421424866,0.024836674332618713
0.18,0.0,0.0,-0.008312584832310677,0.0001309700310230255,0.006191462278366089,-0.005631202831864357,0.004439007956534624,0.010845202952623367,-0.0014501623809337616,-0.010843776166439056,-0.003420814871788025,-0.00965859368443489,0.015035580843687057,0.018768370151519775,-0.001483900472521782,0.017568951472640038,0.05357874929904938,-0.008681602776050568,0.019478805363178253,0.012035183608531952,-0.021622678264975548,0.013725623488426208,0.036160826683044434,-0.0011043194681406021,-0.001810569316148758,0.0321289524435997,-0.015661269426345825,0.034679561853408813,0.019909866154193878,-0.021091092377901077,0.009609166532754898,0.000758294016122818,0.014226140454411507,-0.011979460716247559,0.011866495013237,0.000693686306476593,0.01927412673830986,0.02013641782104969,0.009395178407430649,0.021839503198862076,0.013978667557239532,0.05424570292234421,0.01975221559405327,0.040811195969581604,0.03143472224473953,0.024704668670892715,0.018418405205011368,0.01620255783200264,0.004717335104942322,0.008287407457828522,0.007057860493659973,0.0008916705846786499,-0.0009920448064804077,0.042317211627960205,0.007199481129646301,0.014876246452331543,-0.002601824700832367,0.0109347403049469,0.011671200394630432,0.014232173562049866,0.006906032562255859,-0.003730088472366333,-0.0365888848900795,0.004026830196380615,0.009654209017753601,0.013131260871887207,0.016340389847755432,0.019217170774936676,-0.007640630006790161,0.009316086769104004,0.005998045206069946,0.07953833788633347,0.044841304421424866,0.024836674332618713
0.19,0.0,0.0,-0.008312584832310677,0.0001309700310230255,0.006191462278366089,-0.005631202831864357,0.004439007956534624,0.010845202952623367,-0.0014501623809337616,-0.010843776166439056,-0.003420814871788025,-0.00965859368443489,0.015035580843687057,0.018768370151519775,-0.001483900472521782,0.017568951472640038,0.05357874929904938,-0.008681602776050568,0.019478805363178253,0.012035183608531952,-0.021622678264975548,0.013725623488426208,0.036160826683044434,-0.0011043194681406021,-0.001810569316148758,0.0321289524435997,-0.015661269426345825,0.034679561853408813,0.019909866154193878,-0.021091092377901077,0.009609166532754898,0.000758294016122818,0.014226140454411507,-0.011979460716247559,0.011866495013237,0.000693686306476593,0.01927412673830986,0.02013641782104969,0.009395178407430649,0.021839503198862076,0.013978667557239532,0.05424570292234421,0.01975221559405327,0.040811195969581604,0.03143472224473953,0.024704668670892715,0.018418405205011368,0.01620255783200264,0.004717335104942322,0.008287407457828522,0.007057860493659973,0.0008916705846786499,-0.0009920448064804077,0.042317211627960205,0.007199481129646301,0.014876246452331543,-0.002601824700832367,0.0109347403049469,0.011671200394630432,0.014232173562049866,0.006906032562255859,-0.003730088472366333,-0.0365888848900795,0.004026830196380615,0.009654209017753601,0.013131260871887207,0.016340389847755432,0.019217170774936676,-0.007640630006790161,0.009316086769104004,0.005998045206069946,0.07953833788633347,0.044841304421424866,0.024836674332618713
0.2,0.0,0.0,-0.008312584832310677,0.0001309700310230255,0.006191462278366089,-0.005631202831864357,0.004439007956534624,0.010845202952623367,-0.0014501623809337616,-0.010843776166439056,-0.003420814871788025,-0.00965859368443489,0.015035580843687057,0.018768370151519775,-0.001483900472521782,0.017568951472640038,0.05357874929904938,-0.008681602776050568,0.019478805363178253,0.012035183608531952,-0.021622678264975548,0.013725623488426208,0.036160826683044434,-0.0011043194681406021,-0.001810569316148758,0.0321289524435997,-0.015661269426345825,0.034679561853408813,0.019909866154193878,-0.021091092377901077,0.009609166532754898,0.000758294016122818,0.014226140454411507,-0.011979460716247559,0.011866495013237,0.000693686306476593,0.01927412673830986,0.02013641782104969,0.009395178407430649,0.021839503198862076,0.013978667557239532,0.05424570292234421,0.01975221559405327,0.040811195969581604,0.03143472224473953,0.024704668670892715,0.018418405205011368,0.01620255783200264,0.004717335104942322,0.008287407457828522,0.007057860493659973,0.0008916705846786499,-0.0009920448064804077,0.042317211627960205,0.007199481129646301,0.014876246452331543,-0.002601824700832367,0.0109347403049469,0.011671200394630432,0.014232173562049866,0.006906032562255859,-0.003730088472366333,-0.0365888848900795,0.004026830196380615,0.009654209017753601,0.013131260871887207,0.016340389847755432,0.019217170774936676,-0.007640630006790161,0.009316086769104004,0.005998045206069946,0.07953833788633347,0.044841304421424866,0.024836674332618713
0.21,0.0,0.0,-0.008312584832310677,0.0001309700310230255,0.006191462278366089,-0.005631202831864357,0.004439007956534624,0.010845202952623367,-0.0014501623809337616,-0.010843776166439056,-0.003420814871788025,-0.00965859368443489,0.015035580843687057,0.018768370151519775,-0.001483900472521782,0.017568951472640038,0.05357874929904938,-0.008681602776050568,0.019478805363178253,0.012035183608531952,-0.021622678264975548,0.013725623488426208,0.036160826683044434,-0.0011043194681406021,-0.001810569316148758,0.0321289524435997,-0.015661269426345825,0.034679561853408813,0.019909866154193878,-0.021091092377901077,0.009609166532754898,0.000758294016122818,0.014226140454411507,-0.011979460716247559,0.011866495013237,0.000693686306476593,0.01927412673830986,0.02013641782104969,0.009395178407430649,0.021839503198862076,0.013978667557239532,0.05424570292234421,0.01975221559405327,0.040811195969581604,0.03143472224473953,0.024704668670892715,0.018418405205011368,0.01620255783200264,0.004717335104942322,0.008287407457828522,0.007057860493659973,0.0008916705846786499,-0.0009920448064804077,0.042317211627960205,0.007199481129646301,0.014876246452331543,-0.002601824700832367,0.0109347403049469,0.011671200394630432,0.014232173562049866,0.006906032562255859,-0.003730088472366333,-0.0365888848900795,0.004026830196380615,0.009654209017753601,0.013131260871887207,0.016340389847755432,0.019217170774936676,-0.007640630006790161,0.009316086769104004,0.005998045206069946,0.07953833788633347,0.044841304421424866,0.024836674332618713
0.22,0.0,0.0,-0.008312584832310677,0.0001309700310230255,0.006191462278366089,-0.005631202831864357,0.004439007956534624,0.010845202952623367,-0.0014501623809337616,-0.010843776166439056,-0.003420814871788025,-0.00965859368443489,0.015035580843687057,0.018768370151519775,-0.001483900472521782,0.017568951472640038,0.05357874929904938,-0.008681602776050568,0.019478805363178253,0.012035183608531952,-0.021622678264975548,0.013725623488426208,0.036160826683044434,-0.0011043194681406021,-0.001810569316148758,0.0321289524435997,-0.015661269426345825,0.034679561853408813,0.019909866154193878,-0.021091092377901077,0.009609166532754898,0.000758294016122818,0.014226140454411507,-0.011979460716247559,0.011866495013237,0.000693686306476593,0.01927412673830986,0.02013641782104969,0.009395178407430649,0.021839503198862076,0.013978667557239532,0.05424570292234421,0.01975221559405327,0.040811195969581604,0.03143472224473953,0.024704668670892715,0.018418405205011368,0.01620255783200264,0.004717335104942322,0.008287407457828522,0.007057860493659973,0.0008916705846786499,-0.0009920448064804077,0.042317211627960205,0.007199481129646301,0.014876246452331543,-0.002601824700832367,0.0109347403049469,0.011671200394630432,0.014232173562049866,0.006906032562255859,-0.003730088472366333,-0.0365888848900795,0.004026830196380615,0.009654209017753601,0.013131260871887207,0.016340389847755432,0.019217170774936676,-0.007640630006790161,0.009316086769104004,0.005998045206069946,0.07953833788633347,0.044841304421424866,0.024836674332618713
0.23,0.0,0.0,-0.008312584832310677,0.0001309700310230255,0.006191462278366089,-0.005631202831864357,0.004439007956534624,0.010845202952623367,-0.0014501623809337616,-0.010843776166439056,-0.003420814871788025,-0.00965859368443489,0.015035580843687057,0.018768370151519775,-0.001483900472521782,0.017568951472640038,0.05357874929904938,-0.008681602776050568,0.019478805363178253,0.012035183608531952,-0.021622678264975548,0.013725623488426208,0.036160826683044434,-0.0011043194681406021,-0.001810569316148758,0.0321289524435997,-0.015661269426345825,0.034679561853408813,0.019909866154193878,-0.021091092377901077,0.009609166532754898,0.000758294016122818,0.014226140454411507,-0.011979460716247559,0.011866495013237,0.000693686306476593,0.01927412673830986,0.02013641782104969,0.009395178407430649,0.021839503198862076,0.013978667557239532,0.05424570292234421,0.01975221559405327,0.040811195969581604,0.03143472224473953,0.024704668670892715,0.018418405205011368,0.01620255783200264,0.004717335104942322,0.008287407457828522,0.007057860493659973,0.0008916705846786499,-0.0009920448064804077,0.042317211627960205,0.007199481129646301,0.014876246452331543,-0.002601824700832367,0.0109347403049469,0.011671200394630432,0.014232173562049866,0.006906032562255859,-0.003730088472366333,-0.0365888848900795,0.004026830196380615,0.009654209017753601,0.013131260871887207,0.016340389847755432,0.019217170774936676,-0.007640630006790161,0.009316086769104004,0.005998045206069946,0.07953833788633347,0.044841304421424866,0.024836674332618713
0.24,0.0,0.0,-0.008312584832310677,0.0001309700310230255,0.006191462278366089,-0.005631202831864357,0.004439007956534624,0.010845202952623367,-0.0014501623809337616,-0.010843776166439056,-0.003420814871788025,-0.00965859368443489,0.015035580843687057,0.018768370151519775,-0.001483900472521782,0.017568951472640038,0.05357874929904938,-0.008681602776050568,0.019478805363178253,0.012035183608531952,-0.021622678264975548,0.013725623488426208,0.036160826683044434,-0.0011043194681406021,-0.001810569316148758,0.0321289524435997,-0.015661269426345825,0.034679561853408813,0.019909866154193878,-0.021091092377901077,0.009609166532754898,0.000758294016122818,0.014226140454411507,-0.011979460716247559,0.011866495013237,0.000693686306476593,0.01927412673830986,0.02013641782104969,0.009395178407430649,0.021839503198862076,0.013978667557239532,0.05424570292234421,0.01975221559405327,0.040811195969581604,0.03143472224473953,0.024704668670892715,0.018418405205011368,0.01620255783200264,0.004717335104942322,0.008287407457828522,0.007057860493659973,0.0008916705846786499,-0.0009920448064804077,0.042317211627960205,0.007199481129646301,0.014876246452331543,-0.002601824700832367,0.0109347403049469,0.011671200394630432,0.014232173562049866,0.006906032562255859,-0.003730088472366333,-0.0365888848900795,0.004026830196380615,0.009654209017753601,0.013131260871887207,0.016340389847755432,0.019217170774936676,-0.007640630006790161,0.009316086769104004,0.005998045206069946,0.07953833788633347,0.044841304421424866,0.024836674332618713
0.25,0.0,0.0,-0.008312584832310677,0.0001309700310230255,0.006191462278366089,-0.005631202831864357,0.004439007956534624,0.010845202952623367,-0.0014501623809337616,-0.010843776166439056,-0.003420814871788025,-0.00965859368443489,0.015035580843687057,0.018768370151519775,-0.001483900472521782,0.017568951472640038,0.05357874929904938,-0.008681602776050568,0.019478805363178253,0.012035183608531952,-0.021622678264975548,0.013725623488426208,0.036160826683044434,-0.0011043194681406021,-0.001810569316148758,0.0321289524435997,-0.015661269426345825,0.034679561853408813,0.019909866154193878,-0.021091092377901077,0.009609166532754898,0.000758294016122818,0.014226140454411507,-0.011979460716247559,0.011866495013237,0.000693686306476593,0.01927412673830986,0.02013641782104969,0.009395178407430649,0.021839503198862076,0.013978667557239532,0.05424570292234421,0.01975221559405327,0.040811195969581604,0.03143472224473953,0.024704668670892715,0.018418405205011368,0.01620255783200264,0.004717335104942322,0.008287407457828522,0.007057860493659973,0.0008916705846786499,-0.0009920448064804077,0.042317211627960205,0.007199481129646301,0.014876246452331543,-0.002601824700832367,0.0109347403049469,0.011671200394630432,0.014232173562049866,0.006906032562255859,-0.003730088472366333,-0.0365888848900795,0.004026830196380615,0.009654209017753601,0.013131260871887207,0.016340389847755432,0.019217170774936676,-0.007640630006790161,0.009316086769104004,0.005998045206069946,0.07953833788633347,0.044841304421424866,0.024836674332618713
0.26,0.0,0.0,-0.008312584832310677,0.0001309700310230255,0.006191462278366089,-0.005631202831864357,0.004439007956534624,0.010845202952623367,-0.0014501623809337616,-0.010843776166439056,-0.003420814871788025,-0.00965859368443489,0.015035580843687057,0.018768370151519775,-0.001483900472521782,0.017568951472640038,0.05357874929904938,-0.008681602776050568,0.019478805363178253,0.012035183608531952,-0.021622678264975548,0.013725623488426208,0.036160826683044434,-0.0011043194681406021,-0.001810569316148758,0.0321289524435997,-0.015661269426345825,0.034679561853408813,0.019909866154193878,-0.021091092377901077,0.009609166532754898,0.000758294016122818,0.014226140454411507,-0.011979460716247559,0.011866495013237,0.000693686306476593,0.01927412673830986,0.02013641782104969,0.009395178407430649,0.021839503198862076,0.013978667557239532,0.05424570292234421,0.01975221559405327,0.040811195969581604,0.03143472224473953,0.024704668670892715,0.018418405205011368,0.01620255783200264,0.004717335104942322,0.008287407457828522,0.007057860493659973,0.0008916705846786499,-0.0009920448064804077,0.042317211627960205,0.007199481129646301,0.014876246452331543,-0.002601824700832367,0.0109347403049469,0.011671200394630432,0.014232173562049866,0.006906032562255859,-0.003730088472366333,-0.0365888848900795,0.004026830196380615,0.009654209017753601,0.013131260871887207,0.016340389847755432,0.019217170774936676,-0.007640630006790161,0.009316086769104004,0.005998045206069946,0.07953833788633347,0.044841304421424866,0.024836674332618713
0.27,0.0,0.0,-0.008312584832310677,0.0001309700310230255,0.006191462278366089,-0.005631202831864357,0.004439007956534624,0.010845202952623367,-0.0014501623809337616,-0.010843776166439056,-0.003420814871788025,-0.00965859368443489,0.015035580843687057,0.018768370151519775,-0.001483900472521782,0.017568951472640038,0.05357874929904938,-0.008681602776050568,0.019478805363178253,0.012035183608531952,-0.021622678264975548,0.013725623488426208,0.036160826683044434,-0.0011043194681406021,-0.001810569316148758,0.0321289524435997,-0.015661269426345825,0.034679561853408813,0.019909866154193878,-0.021091092377901077,0.009609166532754898,0.000758294016122818,0.014226140454411507,-0.011979460716247559,0.011866495013237,0.000693686306476593,0.01927412673830986,0.02013641782104969,0.009395178407430649,0.021839503198862076,0.013978667557239532,0.05424570292234421,0.01975221559405327,0.040811195969581604,0.03143472224473953,0.024704668670892715,0.018418405205011368,0.01620255783200264,0.004717335104942322,0.008287407457828522,0.007057860493659973,0.0008916705846786499,-0.0009920448064804077,0.042317211627960205,0.007199481129646301,0.014876246452331543,-0.002601824700832367,0.0109347403049469,0.011671200394630432,0.014232173562049866,0.006906032562255859,-0.003730088472366333,-0.0365888848900795,0.004026830196380615,0.009654209017753601,0.013131260871887207,0.016340389847755432,0.019217170774936676,-0.007640630006790161,0.009316086769104004,0.005998045206069946,0.07953833788633347,0.044841304421424866,0.024836674332618713
